diff,tight
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
42,1
84,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
42,0
84,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
42,1
84,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
42,1
84,1
42,0
84,1
42,1
42,1
84,0
42,1
