method,color,calls,sample_idx
win::QueryPerformanceCounter,#66bb6a,4,9419
win::QueryPerformanceCounter,#66bb6a,5,9420
win::QueryPerformanceCounter,#66bb6a,4,9421
win::QueryPerformanceCounter,#66bb6a,5,9422
win::QueryPerformanceCounter,#66bb6a,4,9423
win::QueryPerformanceCounter,#66bb6a,5,9424
win::QueryPerformanceCounter,#66bb6a,4,9425
win::QueryPerformanceCounter,#66bb6a,5,9426
win::QueryPerformanceCounter,#66bb6a,4,9427
win::QueryPerformanceCounter,#66bb6a,5,9428
win::QueryPerformanceCounter,#66bb6a,4,9429
win::QueryPerformanceCounter,#66bb6a,5,9430
win::QueryPerformanceCounter,#66bb6a,4,9431
win::QueryPerformanceCounter,#66bb6a,4,9432
win::QueryPerformanceCounter,#66bb6a,4,9433
win::QueryPerformanceCounter,#66bb6a,4,9434
win::QueryPerformanceCounter,#66bb6a,5,9435
win::QueryPerformanceCounter,#66bb6a,4,9436
win::QueryPerformanceCounter,#66bb6a,5,9437
win::QueryPerformanceCounter,#66bb6a,4,9438
win::QueryPerformanceCounter,#66bb6a,5,9439
win::QueryPerformanceCounter,#66bb6a,4,9440
win::QueryPerformanceCounter,#66bb6a,5,9441
win::QueryPerformanceCounter,#66bb6a,4,9442
win::QueryPerformanceCounter,#66bb6a,5,9443
win::QueryPerformanceCounter,#66bb6a,4,9444
win::QueryPerformanceCounter,#66bb6a,5,9445
win::QueryPerformanceCounter,#66bb6a,4,9446
win::QueryPerformanceCounter,#66bb6a,4,9447
win::QueryPerformanceCounter,#66bb6a,4,9448
win::QueryPerformanceCounter,#66bb6a,5,9449
win::QueryPerformanceCounter,#66bb6a,4,9450
win::QueryPerformanceCounter,#66bb6a,4,9451
win::QueryPerformanceCounter,#66bb6a,5,9452
win::QueryPerformanceCounter,#66bb6a,4,9453
win::QueryPerformanceCounter,#66bb6a,4,9454
win::QueryPerformanceCounter,#66bb6a,5,9455
win::QueryPerformanceCounter,#66bb6a,4,9456
win::QueryPerformanceCounter,#66bb6a,4,9457
win::QueryPerformanceCounter,#66bb6a,4,9458
win::QueryPerformanceCounter,#66bb6a,5,9459
win::QueryPerformanceCounter,#66bb6a,4,9460
win::QueryPerformanceCounter,#66bb6a,5,9461
win::QueryPerformanceCounter,#66bb6a,4,9462
win::QueryPerformanceCounter,#66bb6a,5,9463
win::QueryPerformanceCounter,#66bb6a,4,9464
win::QueryPerformanceCounter,#66bb6a,5,9465
win::QueryPerformanceCounter,#66bb6a,4,9466
win::QueryPerformanceCounter,#66bb6a,5,9467
win::QueryPerformanceCounter,#66bb6a,4,9468
win::QueryPerformanceCounter,#66bb6a,5,9469
win::QueryPerformanceCounter,#66bb6a,4,9470
win::QueryPerformanceCounter,#66bb6a,4,9471
win::QueryPerformanceCounter,#66bb6a,5,9472
win::QueryPerformanceCounter,#66bb6a,4,9473
win::QueryPerformanceCounter,#66bb6a,5,9474
win::QueryPerformanceCounter,#66bb6a,4,9475
win::QueryPerformanceCounter,#66bb6a,5,9476
win::QueryPerformanceCounter,#66bb6a,4,9477
win::QueryPerformanceCounter,#66bb6a,5,9478
win::QueryPerformanceCounter,#66bb6a,4,9479
win::QueryPerformanceCounter,#66bb6a,5,9480
win::QueryPerformanceCounter,#66bb6a,4,9481
win::QueryPerformanceCounter,#66bb6a,5,9482
win::QueryPerformanceCounter,#66bb6a,4,9483
win::QueryPerformanceCounter,#66bb6a,4,9484
win::QueryPerformanceCounter,#66bb6a,4,9485
win::QueryPerformanceCounter,#66bb6a,4,9486
win::QueryPerformanceCounter,#66bb6a,5,9487
win::QueryPerformanceCounter,#66bb6a,4,9488
win::QueryPerformanceCounter,#66bb6a,5,9489
win::QueryPerformanceCounter,#66bb6a,4,9490
win::QueryPerformanceCounter,#66bb6a,5,9491
win::QueryPerformanceCounter,#66bb6a,4,9492
win::QueryPerformanceCounter,#66bb6a,5,9493
win::QueryPerformanceCounter,#66bb6a,4,9494
win::QueryPerformanceCounter,#66bb6a,5,9495
win::QueryPerformanceCounter,#66bb6a,4,9496
win::QueryPerformanceCounter,#66bb6a,5,9497
win::QueryPerformanceCounter,#66bb6a,4,9498
win::QueryPerformanceCounter,#66bb6a,4,9499
win::QueryPerformanceCounter,#66bb6a,4,9500
win::QueryPerformanceCounter,#66bb6a,5,9501
win::QueryPerformanceCounter,#66bb6a,4,9502
win::QueryPerformanceCounter,#66bb6a,4,9503
win::QueryPerformanceCounter,#66bb6a,5,9504
win::QueryPerformanceCounter,#66bb6a,4,9505
win::QueryPerformanceCounter,#66bb6a,5,9506
win::QueryPerformanceCounter,#66bb6a,4,9507
win::QueryPerformanceCounter,#66bb6a,5,9508
win::QueryPerformanceCounter,#66bb6a,4,9509
win::QueryPerformanceCounter,#66bb6a,4,9510
win::QueryPerformanceCounter,#66bb6a,5,9511
win::QueryPerformanceCounter,#66bb6a,4,9512
win::QueryPerformanceCounter,#66bb6a,5,9513
win::QueryPerformanceCounter,#66bb6a,4,9514
win::QueryPerformanceCounter,#66bb6a,5,9515
win::QueryPerformanceCounter,#66bb6a,4,9516
win::QueryPerformanceCounter,#66bb6a,5,9517
win::QueryPerformanceCounter,#66bb6a,4,9518
win::QueryPerformanceCounter,#66bb6a,5,9519
win::QueryPerformanceCounter,#66bb6a,4,9520
win::QueryPerformanceCounter,#66bb6a,5,9521
win::QueryPerformanceCounter,#66bb6a,4,9522
win::QueryPerformanceCounter,#66bb6a,4,9523
win::QueryPerformanceCounter,#66bb6a,4,9524
win::QueryPerformanceCounter,#66bb6a,5,9525
win::QueryPerformanceCounter,#66bb6a,4,9526
win::QueryPerformanceCounter,#66bb6a,4,9527
win::QueryPerformanceCounter,#66bb6a,5,9528
win::QueryPerformanceCounter,#66bb6a,4,9529
win::QueryPerformanceCounter,#66bb6a,5,9530
win::QueryPerformanceCounter,#66bb6a,4,9531
win::QueryPerformanceCounter,#66bb6a,5,9532
win::QueryPerformanceCounter,#66bb6a,4,9533
win::QueryPerformanceCounter,#66bb6a,5,9534
win::QueryPerformanceCounter,#66bb6a,4,9535
win::QueryPerformanceCounter,#66bb6a,5,9536
win::QueryPerformanceCounter,#66bb6a,4,9537
win::QueryPerformanceCounter,#66bb6a,5,9538
win::QueryPerformanceCounter,#66bb6a,3,9539
win::QueryPerformanceCounter,#66bb6a,5,9540
win::QueryPerformanceCounter,#66bb6a,4,9541
win::QueryPerformanceCounter,#66bb6a,5,9542
win::QueryPerformanceCounter,#66bb6a,4,9543
win::QueryPerformanceCounter,#66bb6a,4,9544
win::QueryPerformanceCounter,#66bb6a,4,9545
win::QueryPerformanceCounter,#66bb6a,5,9546
win::QueryPerformanceCounter,#66bb6a,4,9547
win::QueryPerformanceCounter,#66bb6a,5,9548
win::QueryPerformanceCounter,#66bb6a,4,9549
win::QueryPerformanceCounter,#66bb6a,5,9550
win::QueryPerformanceCounter,#66bb6a,4,9551
win::QueryPerformanceCounter,#66bb6a,5,9552
win::QueryPerformanceCounter,#66bb6a,4,9553
win::QueryPerformanceCounter,#66bb6a,5,9554
win::QueryPerformanceCounter,#66bb6a,4,9555
win::QueryPerformanceCounter,#66bb6a,5,9556
win::QueryPerformanceCounter,#66bb6a,4,9557
win::QueryPerformanceCounter,#66bb6a,4,9558
win::QueryPerformanceCounter,#66bb6a,4,9559
win::QueryPerformanceCounter,#66bb6a,5,9560
win::QueryPerformanceCounter,#66bb6a,4,9561
win::QueryPerformanceCounter,#66bb6a,5,9562
win::QueryPerformanceCounter,#66bb6a,4,9563
win::QueryPerformanceCounter,#66bb6a,4,9564
win::QueryPerformanceCounter,#66bb6a,4,9565
win::QueryPerformanceCounter,#66bb6a,5,9566
win::QueryPerformanceCounter,#66bb6a,4,9567
win::QueryPerformanceCounter,#66bb6a,5,9568
win::QueryPerformanceCounter,#66bb6a,4,9569
win::QueryPerformanceCounter,#66bb6a,5,9570
win::QueryPerformanceCounter,#66bb6a,4,9571
win::QueryPerformanceCounter,#66bb6a,5,9572
win::QueryPerformanceCounter,#66bb6a,4,9573
win::QueryPerformanceCounter,#66bb6a,5,9574
win::QueryPerformanceCounter,#66bb6a,4,9575
win::QueryPerformanceCounter,#66bb6a,4,9576
win::QueryPerformanceCounter,#66bb6a,5,9577
win::QueryPerformanceCounter,#66bb6a,4,9578
win::QueryPerformanceCounter,#66bb6a,5,9579
win::QueryPerformanceCounter,#66bb6a,4,9580
win::QueryPerformanceCounter,#66bb6a,5,9581
win::QueryPerformanceCounter,#66bb6a,4,9582
win::QueryPerformanceCounter,#66bb6a,5,9583
win::QueryPerformanceCounter,#66bb6a,4,9584
win::QueryPerformanceCounter,#66bb6a,5,9585
win::QueryPerformanceCounter,#66bb6a,4,9586
win::QueryPerformanceCounter,#66bb6a,5,9587
win::QueryPerformanceCounter,#66bb6a,4,9588
win::QueryPerformanceCounter,#66bb6a,4,9589
win::QueryPerformanceCounter,#66bb6a,4,9590
win::QueryPerformanceCounter,#66bb6a,5,9591
win::QueryPerformanceCounter,#66bb6a,4,9592
win::QueryPerformanceCounter,#66bb6a,4,9593
win::QueryPerformanceCounter,#66bb6a,5,9594
win::QueryPerformanceCounter,#66bb6a,4,9595
win::QueryPerformanceCounter,#66bb6a,5,9596
win::QueryPerformanceCounter,#66bb6a,4,9597
win::QueryPerformanceCounter,#66bb6a,5,9598
win::QueryPerformanceCounter,#66bb6a,4,9599
win::QueryPerformanceCounter,#66bb6a,5,9600
win::QueryPerformanceCounter,#66bb6a,4,9601
win::QueryPerformanceCounter,#66bb6a,5,9602
win::QueryPerformanceCounter,#66bb6a,4,9603
win::QueryPerformanceCounter,#66bb6a,5,9604
win::QueryPerformanceCounter,#66bb6a,4,9605
win::QueryPerformanceCounter,#66bb6a,4,9606
win::QueryPerformanceCounter,#66bb6a,5,9607
win::QueryPerformanceCounter,#66bb6a,4,9608
win::QueryPerformanceCounter,#66bb6a,4,9609
win::QueryPerformanceCounter,#66bb6a,4,9610
win::QueryPerformanceCounter,#66bb6a,5,9611
win::QueryPerformanceCounter,#66bb6a,4,9612
win::QueryPerformanceCounter,#66bb6a,4,9613
win::QueryPerformanceCounter,#66bb6a,5,9614
win::QueryPerformanceCounter,#66bb6a,4,9615
win::QueryPerformanceCounter,#66bb6a,5,9616
win::QueryPerformanceCounter,#66bb6a,4,9617
win::QueryPerformanceCounter,#66bb6a,5,9618
win::QueryPerformanceCounter,#66bb6a,4,9619
win::QueryPerformanceCounter,#66bb6a,5,9620
win::QueryPerformanceCounter,#66bb6a,4,9621
win::QueryPerformanceCounter,#66bb6a,4,9622
win::QueryPerformanceCounter,#66bb6a,5,9623
win::QueryPerformanceCounter,#66bb6a,4,9624
win::QueryPerformanceCounter,#66bb6a,5,9625
win::QueryPerformanceCounter,#66bb6a,4,9626
win::QueryPerformanceCounter,#66bb6a,5,9627
win::QueryPerformanceCounter,#66bb6a,4,9628
win::QueryPerformanceCounter,#66bb6a,5,9629
win::QueryPerformanceCounter,#66bb6a,4,9630
win::QueryPerformanceCounter,#66bb6a,4,9631
win::QueryPerformanceCounter,#66bb6a,5,9632
win::QueryPerformanceCounter,#66bb6a,4,9633
win::QueryPerformanceCounter,#66bb6a,5,9634
win::QueryPerformanceCounter,#66bb6a,4,9635
win::QueryPerformanceCounter,#66bb6a,5,9636
win::QueryPerformanceCounter,#66bb6a,4,9637
win::QueryPerformanceCounter,#66bb6a,5,9638
win::QueryPerformanceCounter,#66bb6a,4,9639
win::QueryPerformanceCounter,#66bb6a,4,9640
win::QueryPerformanceCounter,#66bb6a,5,9641
win::QueryPerformanceCounter,#66bb6a,4,9642
win::QueryPerformanceCounter,#66bb6a,5,9643
win::QueryPerformanceCounter,#66bb6a,4,9644
win::QueryPerformanceCounter,#66bb6a,5,9645
win::QueryPerformanceCounter,#66bb6a,4,9646
win::QueryPerformanceCounter,#66bb6a,4,9647
win::QueryPerformanceCounter,#66bb6a,4,9648
win::QueryPerformanceCounter,#66bb6a,4,9649
win::QueryPerformanceCounter,#66bb6a,5,9650
win::QueryPerformanceCounter,#66bb6a,4,9651
win::QueryPerformanceCounter,#66bb6a,5,9652
win::QueryPerformanceCounter,#66bb6a,4,9653
win::QueryPerformanceCounter,#66bb6a,5,9654
win::QueryPerformanceCounter,#66bb6a,4,9655
win::QueryPerformanceCounter,#66bb6a,5,9656
win::QueryPerformanceCounter,#66bb6a,4,9657
win::QueryPerformanceCounter,#66bb6a,5,9658
win::QueryPerformanceCounter,#66bb6a,4,9659
win::QueryPerformanceCounter,#66bb6a,5,9660
win::QueryPerformanceCounter,#66bb6a,4,9661
win::QueryPerformanceCounter,#66bb6a,4,9662
win::QueryPerformanceCounter,#66bb6a,5,9663
win::QueryPerformanceCounter,#66bb6a,4,9664
win::QueryPerformanceCounter,#66bb6a,4,9665
win::QueryPerformanceCounter,#66bb6a,4,9666
win::QueryPerformanceCounter,#66bb6a,4,9667
win::QueryPerformanceCounter,#66bb6a,5,9668
win::QueryPerformanceCounter,#66bb6a,4,9669
win::QueryPerformanceCounter,#66bb6a,5,9670
win::QueryPerformanceCounter,#66bb6a,4,9671
win::QueryPerformanceCounter,#66bb6a,5,9672
win::QueryPerformanceCounter,#66bb6a,4,9673
win::QueryPerformanceCounter,#66bb6a,4,9674
win::QueryPerformanceCounter,#66bb6a,5,9675
win::QueryPerformanceCounter,#66bb6a,4,9676
win::QueryPerformanceCounter,#66bb6a,5,9677
win::QueryPerformanceCounter,#66bb6a,4,9678
win::QueryPerformanceCounter,#66bb6a,5,9679
win::QueryPerformanceCounter,#66bb6a,4,9680
win::QueryPerformanceCounter,#66bb6a,5,9681
win::QueryPerformanceCounter,#66bb6a,4,9682
win::QueryPerformanceCounter,#66bb6a,5,9683
win::QueryPerformanceCounter,#66bb6a,4,9684
win::QueryPerformanceCounter,#66bb6a,5,9685
win::QueryPerformanceCounter,#66bb6a,4,9686
win::QueryPerformanceCounter,#66bb6a,4,9687
win::QueryPerformanceCounter,#66bb6a,4,9688
win::QueryPerformanceCounter,#66bb6a,4,9689
win::QueryPerformanceCounter,#66bb6a,4,9690
win::QueryPerformanceCounter,#66bb6a,5,9691
win::QueryPerformanceCounter,#66bb6a,4,9692
win::QueryPerformanceCounter,#66bb6a,4,9693
win::QueryPerformanceCounter,#66bb6a,4,9694
win::QueryPerformanceCounter,#66bb6a,5,9695
win::QueryPerformanceCounter,#66bb6a,4,9696
win::QueryPerformanceCounter,#66bb6a,5,9697
win::QueryPerformanceCounter,#66bb6a,4,9698
win::QueryPerformanceCounter,#66bb6a,4,9699
win::QueryPerformanceCounter,#66bb6a,5,9700
win::QueryPerformanceCounter,#66bb6a,4,9701
win::QueryPerformanceCounter,#66bb6a,5,9702
win::QueryPerformanceCounter,#66bb6a,4,9703
win::QueryPerformanceCounter,#66bb6a,5,9704
win::QueryPerformanceCounter,#66bb6a,4,9705
win::QueryPerformanceCounter,#66bb6a,4,9706
win::QueryPerformanceCounter,#66bb6a,5,9707
win::QueryPerformanceCounter,#66bb6a,4,9708
win::QueryPerformanceCounter,#66bb6a,5,9709
win::QueryPerformanceCounter,#66bb6a,4,9710
win::QueryPerformanceCounter,#66bb6a,5,9711
win::QueryPerformanceCounter,#66bb6a,4,9712
win::QueryPerformanceCounter,#66bb6a,5,9713
win::QueryPerformanceCounter,#66bb6a,4,9714
win::QueryPerformanceCounter,#66bb6a,5,9715
win::QueryPerformanceCounter,#66bb6a,4,9716
win::QueryPerformanceCounter,#66bb6a,5,9717
win::QueryPerformanceCounter,#66bb6a,4,9718
win::QueryPerformanceCounter,#66bb6a,4,9719
win::QueryPerformanceCounter,#66bb6a,4,9720
win::QueryPerformanceCounter,#66bb6a,5,9721
win::QueryPerformanceCounter,#66bb6a,4,9722
win::QueryPerformanceCounter,#66bb6a,5,9723
win::QueryPerformanceCounter,#66bb6a,4,9724
win::QueryPerformanceCounter,#66bb6a,5,9725
win::QueryPerformanceCounter,#66bb6a,4,9726
win::QueryPerformanceCounter,#66bb6a,5,9727
win::QueryPerformanceCounter,#66bb6a,4,9728
win::QueryPerformanceCounter,#66bb6a,5,9729
win::QueryPerformanceCounter,#66bb6a,4,9730
win::QueryPerformanceCounter,#66bb6a,4,9731
win::QueryPerformanceCounter,#66bb6a,5,9732
win::QueryPerformanceCounter,#66bb6a,4,9733
win::QueryPerformanceCounter,#66bb6a,5,9734
win::QueryPerformanceCounter,#66bb6a,4,9735
win::QueryPerformanceCounter,#66bb6a,5,9736
win::QueryPerformanceCounter,#66bb6a,4,9737
win::QueryPerformanceCounter,#66bb6a,5,9738
win::QueryPerformanceCounter,#66bb6a,4,9739
win::QueryPerformanceCounter,#66bb6a,5,9740
win::QueryPerformanceCounter,#66bb6a,4,9741
win::QueryPerformanceCounter,#66bb6a,5,9742
win::QueryPerformanceCounter,#66bb6a,4,9743
win::QueryPerformanceCounter,#66bb6a,4,9744
win::QueryPerformanceCounter,#66bb6a,4,9745
win::QueryPerformanceCounter,#66bb6a,5,9746
win::QueryPerformanceCounter,#66bb6a,4,9747
win::QueryPerformanceCounter,#66bb6a,5,9748
win::QueryPerformanceCounter,#66bb6a,4,9749
win::QueryPerformanceCounter,#66bb6a,5,9750
win::QueryPerformanceCounter,#66bb6a,4,9751
win::QueryPerformanceCounter,#66bb6a,5,9752
win::QueryPerformanceCounter,#66bb6a,4,9753
win::QueryPerformanceCounter,#66bb6a,4,9754
win::QueryPerformanceCounter,#66bb6a,4,9755
win::QueryPerformanceCounter,#66bb6a,4,9756
win::QueryPerformanceCounter,#66bb6a,5,9757
win::QueryPerformanceCounter,#66bb6a,4,9758
win::QueryPerformanceCounter,#66bb6a,5,9759
win::QueryPerformanceCounter,#66bb6a,4,9760
win::QueryPerformanceCounter,#66bb6a,5,9761
win::QueryPerformanceCounter,#66bb6a,4,9762
win::QueryPerformanceCounter,#66bb6a,5,9763
win::QueryPerformanceCounter,#66bb6a,4,9764
win::QueryPerformanceCounter,#66bb6a,5,9765
win::QueryPerformanceCounter,#66bb6a,4,9766
win::QueryPerformanceCounter,#66bb6a,5,9767
win::QueryPerformanceCounter,#66bb6a,4,9768
win::QueryPerformanceCounter,#66bb6a,4,9769
win::QueryPerformanceCounter,#66bb6a,4,9770
win::QueryPerformanceCounter,#66bb6a,5,9771
win::QueryPerformanceCounter,#66bb6a,4,9772
win::QueryPerformanceCounter,#66bb6a,5,9773
win::QueryPerformanceCounter,#66bb6a,4,9774
win::QueryPerformanceCounter,#66bb6a,5,9775
win::QueryPerformanceCounter,#66bb6a,4,9776
win::QueryPerformanceCounter,#66bb6a,5,9777
win::QueryPerformanceCounter,#66bb6a,4,9778
win::QueryPerformanceCounter,#66bb6a,5,9779
win::QueryPerformanceCounter,#66bb6a,4,9780
win::QueryPerformanceCounter,#66bb6a,5,9781
win::QueryPerformanceCounter,#66bb6a,4,9782
win::QueryPerformanceCounter,#66bb6a,4,9783
win::QueryPerformanceCounter,#66bb6a,5,9784
win::QueryPerformanceCounter,#66bb6a,4,9785
win::QueryPerformanceCounter,#66bb6a,4,9786
win::QueryPerformanceCounter,#66bb6a,5,9787
win::QueryPerformanceCounter,#66bb6a,4,9788
win::QueryPerformanceCounter,#66bb6a,4,9789
win::QueryPerformanceCounter,#66bb6a,4,9790
win::QueryPerformanceCounter,#66bb6a,5,9791
win::QueryPerformanceCounter,#66bb6a,4,9792
win::QueryPerformanceCounter,#66bb6a,5,9793
win::QueryPerformanceCounter,#66bb6a,4,9794
win::QueryPerformanceCounter,#66bb6a,5,9795
win::QueryPerformanceCounter,#66bb6a,4,9796
win::QueryPerformanceCounter,#66bb6a,5,9797
win::QueryPerformanceCounter,#66bb6a,4,9798
win::QueryPerformanceCounter,#66bb6a,5,9799
win::QueryPerformanceCounter,#66bb6a,4,9800
win::QueryPerformanceCounter,#66bb6a,5,9801
win::QueryPerformanceCounter,#66bb6a,4,9802
win::QueryPerformanceCounter,#66bb6a,4,9803
win::QueryPerformanceCounter,#66bb6a,5,9804
win::QueryPerformanceCounter,#66bb6a,4,9805
win::QueryPerformanceCounter,#66bb6a,4,9806
win::QueryPerformanceCounter,#66bb6a,4,9807
win::QueryPerformanceCounter,#66bb6a,4,9808
win::QueryPerformanceCounter,#66bb6a,2,9809
win::QueryPerformanceCounter,#66bb6a,4,9810
win::QueryPerformanceCounter,#66bb6a,5,9811
win::QueryPerformanceCounter,#66bb6a,4,9812
win::QueryPerformanceCounter,#66bb6a,4,9813
win::QueryPerformanceCounter,#66bb6a,4,9814
win::QueryPerformanceCounter,#66bb6a,5,9815
win::QueryPerformanceCounter,#66bb6a,4,9816
win::QueryPerformanceCounter,#66bb6a,5,9817
win::QueryPerformanceCounter,#66bb6a,4,9818
win::QueryPerformanceCounter,#66bb6a,5,9819
win::QueryPerformanceCounter,#66bb6a,4,9820
win::QueryPerformanceCounter,#66bb6a,5,9821
win::QueryPerformanceCounter,#66bb6a,4,9822
win::QueryPerformanceCounter,#66bb6a,5,9823
win::QueryPerformanceCounter,#66bb6a,4,9824
win::QueryPerformanceCounter,#66bb6a,5,9825
win::QueryPerformanceCounter,#66bb6a,4,9826
win::QueryPerformanceCounter,#66bb6a,4,9827
win::QueryPerformanceCounter,#66bb6a,5,9828
win::QueryPerformanceCounter,#66bb6a,4,9829
win::QueryPerformanceCounter,#66bb6a,5,9830
win::QueryPerformanceCounter,#66bb6a,4,9831
win::QueryPerformanceCounter,#66bb6a,5,9832
win::QueryPerformanceCounter,#66bb6a,4,9833
win::QueryPerformanceCounter,#66bb6a,5,9834
win::QueryPerformanceCounter,#66bb6a,4,9835
win::QueryPerformanceCounter,#66bb6a,5,9836
win::QueryPerformanceCounter,#66bb6a,4,9837
win::QueryPerformanceCounter,#66bb6a,5,9838
win::QueryPerformanceCounter,#66bb6a,4,9839
win::QueryPerformanceCounter,#66bb6a,4,9840
win::QueryPerformanceCounter,#66bb6a,4,9841
win::QueryPerformanceCounter,#66bb6a,5,9842
win::QueryPerformanceCounter,#66bb6a,4,9843
win::QueryPerformanceCounter,#66bb6a,5,9844
win::QueryPerformanceCounter,#66bb6a,4,9845
win::QueryPerformanceCounter,#66bb6a,5,9846
win::QueryPerformanceCounter,#66bb6a,4,9847
win::QueryPerformanceCounter,#66bb6a,4,9848
win::QueryPerformanceCounter,#66bb6a,5,9849
win::QueryPerformanceCounter,#66bb6a,4,9850
win::QueryPerformanceCounter,#66bb6a,5,9851
win::QueryPerformanceCounter,#66bb6a,4,9852
win::QueryPerformanceCounter,#66bb6a,5,9853
win::QueryPerformanceCounter,#66bb6a,4,9854
win::QueryPerformanceCounter,#66bb6a,5,9855
win::QueryPerformanceCounter,#66bb6a,4,9856
win::QueryPerformanceCounter,#66bb6a,5,9857
win::QueryPerformanceCounter,#66bb6a,4,9858
win::QueryPerformanceCounter,#66bb6a,5,9859
win::QueryPerformanceCounter,#66bb6a,3,9860
win::QueryPerformanceCounter,#66bb6a,4,9861
win::QueryPerformanceCounter,#66bb6a,5,9862
win::QueryPerformanceCounter,#66bb6a,4,9863
win::QueryPerformanceCounter,#66bb6a,5,9864
win::QueryPerformanceCounter,#66bb6a,4,9865
win::QueryPerformanceCounter,#66bb6a,5,9866
win::QueryPerformanceCounter,#66bb6a,4,9867
win::QueryPerformanceCounter,#66bb6a,5,9868
win::QueryPerformanceCounter,#66bb6a,4,9869
win::QueryPerformanceCounter,#66bb6a,5,9870
win::QueryPerformanceCounter,#66bb6a,4,9871
win::QueryPerformanceCounter,#66bb6a,4,9872
win::QueryPerformanceCounter,#66bb6a,5,9873
win::QueryPerformanceCounter,#66bb6a,4,9874
win::QueryPerformanceCounter,#66bb6a,5,9875
win::QueryPerformanceCounter,#66bb6a,4,9876
win::QueryPerformanceCounter,#66bb6a,5,9877
win::QueryPerformanceCounter,#66bb6a,4,9878
win::QueryPerformanceCounter,#66bb6a,5,9879
win::QueryPerformanceCounter,#66bb6a,4,9880
win::QueryPerformanceCounter,#66bb6a,5,9881
win::QueryPerformanceCounter,#66bb6a,4,9882
win::QueryPerformanceCounter,#66bb6a,5,9883
win::QueryPerformanceCounter,#66bb6a,4,9884
win::QueryPerformanceCounter,#66bb6a,4,9885
win::QueryPerformanceCounter,#66bb6a,5,9886
win::QueryPerformanceCounter,#66bb6a,4,9887
win::QueryPerformanceCounter,#66bb6a,5,9888
win::QueryPerformanceCounter,#66bb6a,4,9889
win::QueryPerformanceCounter,#66bb6a,5,9890
win::QueryPerformanceCounter,#66bb6a,4,9891
win::QueryPerformanceCounter,#66bb6a,5,9892
win::QueryPerformanceCounter,#66bb6a,4,9893
win::QueryPerformanceCounter,#66bb6a,5,9894
win::QueryPerformanceCounter,#66bb6a,4,9895
win::QueryPerformanceCounter,#66bb6a,5,9896
win::QueryPerformanceCounter,#66bb6a,4,9897
win::QueryPerformanceCounter,#66bb6a,4,9898
win::QueryPerformanceCounter,#66bb6a,4,9899
win::QueryPerformanceCounter,#66bb6a,4,9900
win::QueryPerformanceCounter,#66bb6a,5,9901
win::QueryPerformanceCounter,#66bb6a,4,9902
win::QueryPerformanceCounter,#66bb6a,5,9903
win::QueryPerformanceCounter,#66bb6a,4,9904
win::QueryPerformanceCounter,#66bb6a,5,9905
win::QueryPerformanceCounter,#66bb6a,4,9906
win::QueryPerformanceCounter,#66bb6a,5,9907
win::QueryPerformanceCounter,#66bb6a,4,9908
win::QueryPerformanceCounter,#66bb6a,5,9909
win::QueryPerformanceCounter,#66bb6a,4,9910
win::QueryPerformanceCounter,#66bb6a,4,9911
win::QueryPerformanceCounter,#66bb6a,5,9912
win::QueryPerformanceCounter,#66bb6a,4,9913
win::QueryPerformanceCounter,#66bb6a,4,9914
win::QueryPerformanceCounter,#66bb6a,5,9915
win::QueryPerformanceCounter,#66bb6a,4,9916
win::QueryPerformanceCounter,#66bb6a,4,9917
win::QueryPerformanceCounter,#66bb6a,4,9918
win::QueryPerformanceCounter,#66bb6a,5,9919
win::QueryPerformanceCounter,#66bb6a,4,9920
win::QueryPerformanceCounter,#66bb6a,5,9921
win::QueryPerformanceCounter,#66bb6a,4,9922
win::QueryPerformanceCounter,#66bb6a,5,9923
win::QueryPerformanceCounter,#66bb6a,4,9924
win::QueryPerformanceCounter,#66bb6a,5,9925
win::QueryPerformanceCounter,#66bb6a,4,9926
win::QueryPerformanceCounter,#66bb6a,5,9927
win::QueryPerformanceCounter,#66bb6a,4,9928
win::QueryPerformanceCounter,#66bb6a,5,9929
win::QueryPerformanceCounter,#66bb6a,4,9930
win::QueryPerformanceCounter,#66bb6a,4,9931
win::QueryPerformanceCounter,#66bb6a,5,9932
win::QueryPerformanceCounter,#66bb6a,4,9933
win::QueryPerformanceCounter,#66bb6a,5,9934
win::QueryPerformanceCounter,#66bb6a,4,9935
win::QueryPerformanceCounter,#66bb6a,5,9936
win::QueryPerformanceCounter,#66bb6a,4,9937
win::QueryPerformanceCounter,#66bb6a,4,9938
win::QueryPerformanceCounter,#66bb6a,5,9939
win::QueryPerformanceCounter,#66bb6a,4,9940
win::QueryPerformanceCounter,#66bb6a,5,9941
win::QueryPerformanceCounter,#66bb6a,4,9942
win::QueryPerformanceCounter,#66bb6a,5,9943
win::QueryPerformanceCounter,#66bb6a,4,9944
win::QueryPerformanceCounter,#66bb6a,5,9945
win::QueryPerformanceCounter,#66bb6a,4,9946
win::QueryPerformanceCounter,#66bb6a,5,9947
win::QueryPerformanceCounter,#66bb6a,4,9948
win::QueryPerformanceCounter,#66bb6a,4,9949
win::QueryPerformanceCounter,#66bb6a,5,9950
win::QueryPerformanceCounter,#66bb6a,4,9951
win::QueryPerformanceCounter,#66bb6a,5,9952
win::QueryPerformanceCounter,#66bb6a,4,9953
win::QueryPerformanceCounter,#66bb6a,5,9954
win::QueryPerformanceCounter,#66bb6a,4,9955
